id,latitude,longitude,elevation,name,category,ridge_id
hill-00110,43.96539937508777,40.94127058982849,1072,,regular,ridge_dzhentu
hill-00479,43.95545237698755,40.98375678062439,1072,,regular,ridge_dzhentu
hill-00474,43.944128689676944,40.982866287231445,1071,,regular,ridge_dzhentu
hill-00512,43.99301518409894,41.04815125465393,1062,,regular,ridge_dzhentu
hill-00144,43.954332463127116,40.993133783340454,1058,,regular,ridge_dzhentu
hill-00146,44.09073681154658,41.07208728790283,1056,,regular,ridge_dzhentu
hill-00476,43.95026197775911,40.99193215370178,1048,,regular,ridge_dzhentu
hill-00143,44.09194662018558,41.0539448261261,1047,,regular,ridge_dzhentu
hill-00473,43.943896940944114,40.99841237068176,1041,,regular,ridge_dzhentu
hill-00596,43.93744623869665,40.950658321380615,1036,,regular,ridge_dzhentu
hill-00495,44.06282728761144,41.03869915008545,1033,,regular,ridge_dzhentu
hill-00142,43.9571978558171,41.07659339904785,1032,,regular,ridge_dzhentu
hill-00070,44.08007863825452,41.11377954483032,1031,,regular,ridge_dzhentu
hill-00469,43.936820444712026,40.962653160095215,1028,,regular,ridge_dzhentu
hill-00136,44.06624249837341,40.991342067718506,1026,,regular,ridge_dzhentu
hill-00141,43.98142845369378,41.04369878768921,1020,,regular,ridge_dzhentu
hill-00173,44.09577623340843,41.05050086975098,1014,,regular,ridge_dzhentu
hill-00140,43.94972128510324,41.071786880493164,1013,,regular,ridge_dzhentu
hill-00025,43.95545237698755,40.94128131866455,1011,,regular,ridge_dzhentu
hill-00478,43.953243423201826,40.97777009010315,1000,,regular,ridge_dzhentu
hill-00505,43.962966839171855,40.96828579902649,992,,regular,ridge_dzhentu
hill-00752,44.06187901130147,41.02452635765076,990,,regular,ridge_dzhentu
hill-00172,43.96239537184164,41.030534505844116,987,,regular,ridge_dzhentu
hill-00472,43.941857513138956,40.95999240875244,986,,regular,ridge_dzhentu
hill-00174,44.01207703239595,40.970377922058105,981,,regular,ridge_dzhentu
hill-00488,44.08885655027652,41.09927415847778,981,,regular,ridge_dzhentu
hill-00531,44.093040820698036,41.083781719207764,980,,regular,ridge_dzhentu
hill-00651,44.10510650616186,41.052507162094116,978,Кучерявая,regular,ridge_dzhentu
hill-00078,44.081504463220625,41.17249846458435,976,,regular,ridge_dzhentu
hill-00171,43.9676155988692,41.04092001914978,976,,regular,ridge_dzhentu
hill-00137,44.0711760892348,41.012113094329834,975,,regular,ridge_dzhentu
hill-00077,44.080086345508875,41.144936084747314,968,,regular,ridge_dzhentu
hill-00170,44.00647487365944,40.974122285842896,958,,regular,ridge_dzhentu
hill-00614,44.08721512579453,41.16801381111145,945,Острый Шпиль,regular,ridge_dzhentu
hill-00129,44.10510650616186,41.0070276260376,943,,regular,ridge_dzhentu
hill-00477,43.953011710004574,40.967899560928345,941,,regular,ridge_dzhentu
hill-00128,44.10260265513651,41.01602911949158,934,,regular,ridge_dzhentu
hill-00169,43.99285309354437,40.9829843044281,931,,regular,ridge_dzhentu
hill-00491,44.08505731539563,41.153926849365234,927,,regular,ridge_dzhentu
hill-00613,44.094443217104896,41.145912408828735,927,Каменная База,regular,ridge_dzhentu
hill-00168,43.98379847528122,40.989646911621094,926,,regular,ridge_dzhentu
hill-00466,43.93070122317013,40.962170362472534,917,,regular,ridge_dzhentu
hill-00750,43.991540915613825,40.94499349594116,916,,regular,ridge_dzhentu
hill-00699,44.0357838911022,40.95908045768738,896,,regular,ridge_dzhentu
hill-00138,44.07014315268498,40.979357957839966,890,,regular,ridge_dzhentu
hill-00167,44.08597439443295,41.04042649269104,821,,regular,ridge_dzhentu
hill-00749,44.079562249926255,41.02624297142029,781,,regular,ridge_dzhentu
hill-00166,44.09446633325058,41.04074835777283,710,,regular,ridge_dzhentu
rock-00044,43.432291458946736,41.581653356552124,3712,Малая Марка,regular,ridge_khatipara
rock-00791,43.41743192226116,41.594645977020264,3676,Хаджибей-баши,regular,ridge_khatipara
rock-00045,43.41807094959481,41.59693121910095,3573,Хаджибей-Баши,regular,ridge_khatipara
rock-00043,43.42549719944742,41.59200668334961,3563,,regular,ridge_khatipara
rock-00119,43.37082710437127,41.551419496536255,3557,Большая Марка,regular,ridge_khatipara
rock-00083,43.40844586041794,41.578896045684814,3527,,regular,ridge_khatipara
rock-00050,43.5086898860948,41.644524335861206,3469,Кынгыр-Чад,regular,ridge_khatipara
rock-00052,43.442606055387586,41.57550573348999,3468,,regular,ridge_khatipara
rock-00086,43.3932608289841,41.59201741218567,3449,,regular,ridge_khatipara
rock-00087,43.39068803908839,41.60125494003296,3437,Будукские Пальцы,regular,ridge_khatipara
rock-00769,43.43036701561289,41.604602336883545,3419,,regular,ridge_khatipara
rock-00702,43.385058705769154,41.55630111694336,3412,,regular,ridge_khatipara
rock-00772,43.50621538117238,41.62936449050903,3399,,regular,ridge_khatipara
rock-00174,43.387351045871156,41.554627418518066,3392,пик НПИ,regular,ridge_khatipara
rock-00085,43.398367103578295,41.58541917800903,3381,Бадук-баши,regular,ridge_khatipara
rock-00046,43.413620997283715,41.58156752586365,3373,,regular,ridge_khatipara
rock-00181,43.4048370319253,41.58348798751831,3366,,regular,ridge_khatipara
rock-00089,43.38745240584714,41.61444067955017,3356,,regular,ridge_khatipara
rock-00117,43.364501742669745,41.565184593200684,3343,,regular,ridge_khatipara
rock-00053,43.44723302955521,41.585365533828735,3337,,regular,ridge_khatipara
rock-00184,43.516315080852024,41.649062633514404,3326,,regular,ridge_khatipara
rock-00048,43.438508473048074,41.626789569854736,3282,,regular,ridge_khatipara
rock-00088,43.39040736449252,41.61422610282898,3278,,regular,ridge_khatipara
rock-00081,43.36339415155513,41.601115465164185,3269,Большой Хутый,regular,ridge_khatipara
rock-00082,43.36584330482572,41.58352017402649,3269,,regular,ridge_khatipara
rock-00042,43.410971133047354,41.63395643234253,3247,,regular,ridge_khatipara
rock-00047,43.421219229701194,41.56371474266052,3245,,regular,ridge_khatipara
rock-00051,43.50451118200377,41.656250953674316,3236,,regular,ridge_khatipara
rock-00183,43.49923486310277,41.661776304244995,3232,,regular,ridge_khatipara
rock-00041,43.409653951509625,41.66233420372009,3225,,regular,ridge_khatipara
rock-00049,43.38635303090345,41.61815285682678,3219,,regular,ridge_khatipara
rock-00768,43.49977963713829,41.630555391311646,3217,,regular,ridge_khatipara
mount-01419,43.46243567781002,41.589860916137695,3199,,regular,ridge_khatipara
mount-00940,43.37857106944389,41.5848183631897,3196,,regular,ridge_khatipara
mount-00255,43.45394696532253,41.624794006347656,3184,Белая Папаха,regular,ridge_khatipara
mount-01891,43.44439768669841,41.635318994522095,3165,,regular,ridge_khatipara
mount-01817,43.38899617530072,41.627293825149536,3155,,regular,ridge_khatipara
mount-00293,43.394999349407016,41.558436155319214,3136,,regular,ridge_khatipara
mount-00941,43.37616142194557,41.58747911453247,3134,,regular,ridge_khatipara
mount-00126,43.44005873170096,41.67593836784363,3124,Бол. Хатипара,regular,ridge_khatipara
mount-00644,43.40356648605962,41.66818141937256,3113,,regular,ridge_khatipara
mount-00203,43.35441567732539,41.61601781845093,3094,,regular,ridge_khatipara
mount-00671,43.511358813849625,41.61677956581116,3092,,regular,ridge_khatipara
mount-00202,43.45422734549879,41.64249658584595,3046,,regular,ridge_khatipara
mount-00127,43.46026299240549,41.62323832511902,3034,,regular,ridge_khatipara
mount-00125,43.432868000907376,41.668996810913086,3027,,regular,ridge_khatipara
mount-00651,43.44772374848145,41.64010405540466,3024,,regular,ridge_khatipara
